Gene,6H,12H,18H,24H,48H
Wnt9A,15.97,16.40666667,16.14666667,15.26666667,17.73
Gal3St2,61.34,62.07,51.07333333,54.20666667,52.82333333
Pip4K2B,65.9,66.14333333,72.65333333,70.79666667,72.37666667
Odf3,20.025,20.51333333,19.97333333,19.63333333,21.30666667
Wfdc13,11.52,11.15333333,10.19333333,10.06,10.25333333
Ccdc197,16.07,16.11666667,16.51666667,15.00666667,18.60666667
Slfn5,9.065,7.733333333,8.26,9.643333333,9.586666667
Serpinb12,33.025,33.55,32.90333333,36.28,33.59333333
Gipc3,14.2,16.33666667,16.14333333,14.90666667,16.57666667
Pglyrp3,11.175,11.16,11.07,11.48666667,12.84
Pskh2,50.91,46.19,47.37,52.06333333,57.17333333
Or6W1P,17.97,16.79,16.35,17.49,18.01
Mogat1,91.19,53.80333333,81.30666667,51.17333333,68.64666667
Gpr78,38.725,44.27666667,41.64333333,47.68666667,42.03
H1-8,15.745,16.94666667,16.95333333,17.96,18.32
Taar9,18.51,14.98,16.25333333,15.23666667,16.09666667
Gnrhr2,11.635,12.37,11.27333333,11.46,13.08666667
Myoz3,14.615,14.07,13.40333333,12.66333333,14.56333333
Bnipl,11.455,12.64666667,13.34,13.38333333,14.08
Asb11,12.795,13.43333333,13.70333333,12.08333333,13.14333333
Ofcc1,7.25,7.093333333,7.363333333,6.803333333,6.923333333
Sdr9C7,9.71,10.45666667,9.866666667,10.05,10.33333333
Or5P3,12.695,12.04333333,13.67333333,11.99333333,13.41333333
Trim40,14.125,13.91666667,11.39333333,16.37333333,12.81666667
Csn1S2Ap,9.03,8.916666667,8.443333333,8.66,9.67
Wfdc12,63.175,54.50333333,50.80333333,51.82666667,64.89666667
Crygn,21.18,20.18666667,18.92666667,21.25,23.79333333
Stard6,12.575,12.96,11.97,12.43,12.77333333
C11Orf40,9.055,8.453333333,8.78,8.316666667,9.503333333
Zbtb7C-As2,15.425,15.75666667,13.56333333,14.41666667,14.18333333
Bcl2L11,115.985,104.3833333,112.5833333,105.96,118.5933333
Defb119,12.25,11.63,11.13,12.58,11.86
Tac4,19.82,23.23666667,21.58,24.81,21.85
Tigd1,202.555,123.7033333,196.05,125.13,124.6533333
Alkbh5,804.91,757.5466667,830.01,674.3266667,598.0266667
Ccdc69,84.615,67.48,89.03666667,54.46666667,51.58666667
Nfx1,470.34,411.1533333,483.5366667,503.3033333,564.1166667
Dsg2,438.11,458.0966667,356.8366667,496.49,506.1733333
C5Orf24,146.96,136.6833333,143.8233333,208.9933333,186.7566667
Kbtbd6,128.15,104.5233333,132.2833333,115.4066667,135.6733333
Cdk8,350.805,350.3633333,366.4966667,408.27,394.0866667
Ptk6,24.51,24.64666667,23.2,24.43666667,25.69
Nkd1,37.91,37.05666667,38.55333333,38.27333333,43.40333333
Stk38,276.655,248.71,250.16,271.4033333,287.6233333
Them4,286.2,204.5133333,253.5866667,171.5433333,146.1733333
Clspn,52.335,58.11333333,55.56,91.36333333,109.5566667
Rbak,69.005,56.14333333,69.56,60.89,56.16666667
Wdr62,24.95,23.13666667,25.07666667,28.52333333,28.92666667
Slc39A12,7.86,7.896666667,7.996666667,8.206666667,7.77
Rnf168,11.095,10.46666667,10.56,9.753333333,10.02666667
Svep1,7.54,7.086666667,7.466666667,6.51,7.25
Loc652276,110.625,101.29,120.3366667,113.7766667,146.9533333
Gata4,705.235,763.96,721.2633333,818.4966667,847.4666667
Tc2N,105.585,146.7966667,95.29333333,119.7066667,88.61
C9Orf72,18.115,14.95666667,15.76666667,17.13666667,16.97333333
Kctd18,89.585,99.33666667,92.42,81.97333333,96.03666667
Klf11,46.295,62.18666667,53.08333333,89.81,112.3566667
Ankle1,26.695,20.78333333,26.50333333,17.14333333,19.57
Plxna3,66.445,75.19333333,67.95,86.56666667,77.66333333
Pelo,21.395,24.61666667,19.48333333,23.15333333,19.88666667
Lacc1,28.635,40.9,24.57,41.39,29.08333333
Tapt1-As1,177.005,145.5066667,148.4333333,143.77,107.51
Tex55,8.57,9.216666667,9.936666667,8.38,10.03666667
Ranbp3L,9.735,8.79,8.636666667,8.003333333,7.916666667
Snx13,226.64,260.2333333,203.9166667,216.5266667,177.5733333
Kdm1B,14.945,20.07333333,15.09333333,19.72333333,15.74666667
Atp6V0D2,57.145,14.14,67.45666667,13.09666667,16.12
Lhx4,30.25,30.69333333,33.42333333,29.5,31.68333333
Cep19,117.55,103.07,95.56666667,73.96333333,39.19
Dnah11,34.12,38.83666667,33.85333333,35.88333333,39.82333333
Proser3,65.515,74.40333333,56.19666667,67.86,48.88
Adprhl1,44.785,52.62,51.79333333,56.08333333,55.89666667
Synrg,18.79,20.47333333,19.92666667,16.04666667,17.54
Cdh24,53.065,54.16,48.20666667,64.24666667,63.51333333
Sepsecs,128.525,255.2166667,139.1466667,342.76,180.57
Grik5,35.895,36.79333333,35.09333333,34.19333333,42.00333333
Lrrn4,23.905,25.7,21.04,23.61666667,22.56333333
Znf777,186.23,176.6366667,212.4533333,193.7333333,203.7033333
Jph2,66.925,73.18,64.78,67.87333333,74.65666667
Pde5A,44.98,47.64333333,32.81,50.63666667,47.35333333
Sh2D1B,10.85,10.65666667,9.013333333,9.466666667,10.91666667
Sstr3,51.495,52.02,49.67666667,50.95333333,55.48
Adamts19,13.42,13.62666667,11.99,15.05333333,14.81666667
Ddx31,28.025,29.08333333,27.59666667,25.26666667,26.07
Umodl1,7.31,8.053333333,8.62,7.9,7.933333333
Rasef,9192.595,6989.813333,6444.303333,5973.99,5768.71
Pard3B,41.85,39.07666667,31.65666667,48.05666667,43.38
Dst,20.66,18.69666667,14.60333333,27.5,27.98
Znf441,9.62,12.85,11.99333333,13.38,13.73666667
Negr1,10.445,9.383333333,11.67,9.456666667,13.23666667
Fcrl3,12.545,11.57666667,11.03666667,11.14333333,11.95333333
Dcaf4L2,350.96,377.73,350.96,348.8166667,310.7866667
Stox1,13.745,15.22666667,14.90666667,13.57,13.80666667
Crma,15.37,17.62,17.04,15.85,16.18
Arl10,25.805,23.95333333,22.75,23.27,23.43333333
Rnft2,19.81,16.20333333,18.92,19.51333333,20.55666667
Ankfn1,14.395,12.76666667,12.01666667,13.61,13.14333333
Krt78,15.64,18.11666667,17.17333333,14.51,14.59666667
Ccdc7,7.495,7.113333333,6.713333333,7.446666667,7.406666667
Znf41,44.595,50.80666667,43.91,52.62333333,45.88666667
Znf512,408.5,376.9366667,393.6966667,425.8033333,438.0833333
Ammecr1,121.93,150.9933333,97.66333333,204.32,192.1933333
Fam117B,19.845,15.63666667,22.65333333,13.27666667,14.01333333
Znf583,98.685,74.19666667,103.6466667,88.82,82.2
Oxer1,186.47,202.35,185.2433333,177.8833333,219.5033333
Luzp1,25.575,22.99666667,24.42333333,20.27666667,20.50666667
Znf75D,39.71,35.31,32.31,33.82333333,31.36333333
Linc00052,13.44,15.35,14.23333333,13.96,15.56666667
Brwd1,24.385,24,25.00333333,33.66666667,32.45333333
Ccdc89,8.43,7.443333333,8.45,8.416666667,7.353333333
Znf572,52.865,52.29,52.83333333,51.43333333,58.31
Rmdn2,17.36,16.89333333,16.00666667,17.90333333,18.02666667
Adamts18,20.455,23.52,22.26,20.63,23.52
Pcdhac1,18.275,18.84333333,18.14,18.24,19.67333333
Hipk4,72.2,68.27333333,64.24333333,61.62333333,74.03666667
Fam124A,24.495,27.21666667,23.63333333,23.32333333,27.55
Nkain3,13.595,13.05333333,14.43666667,12.90666667,13.17666667
Itih5,9.86,8.03,9.336666667,8.2,8.213333333
Fancb,39.365,41.21,42.65,49.85333333,64.72666667
Pomk,76.695,76.43666667,68.24,103.4866667,90.91333333
Znf709,7.93,8.05,9.49,7.766666667,9.023333333
Ccdc57,28.93,31.52666667,31.04,28.9,26.42
Smc1B,11.1,10.79666667,10.10666667,9.893333333,9.95
Brwd3,10.41,9.82,9.573333333,9.91,11.39666667
Asb16,47.785,46.97666667,47.85333333,41.82,53.35333333
Magee2,7.75,7.383333333,7.533333333,7.643333333,7.956666667
Ervv-1,16.49,17.16333333,16.02333333,14.45,17.33333333
Gal3St3,50.825,55.36333333,50.02333333,51.88333333,57.93
Flj30679,18.215,17.46666667,18.57666667,16.72666667,16.20333333
C2Cd6,7.705,7.6,7.28,7.226666667,6.923333333
Uts2R,173.68,196.2633333,178.3133333,164.6,182.38
Ush1G,71.785,71.04333333,66.28666667,63.74,72.78333333
Syn1,66.895,69.11,65.27666667,63.20666667,76.78333333
Slc23A3,11.905,12.30666667,11.72333333,11.39666667,14.27333333
Cnot6L,6.33,6.233333333,6.63,6.53,7.156666667
Rhbdl3,15.36,16.15333333,16.23,14.18333333,16.42666667
Znf718,97.895,88.37333333,99.02,114.2566667,128.03
Dip2B,10.3,9.353333333,8.82,7.31,6.883333333
Slc36A1,54.045,53.61666667,50.31333333,58.22666667,61.39333333
Snrnp48,268.025,167.8766667,216.6166667,166.5966667,205.7333333
Ankrd52,20.01,30.83333333,16.91666667,26.58,18.30333333
Znf560,7.96,7.05,9.273333333,8.453333333,8.34
Rttn,8.12,6.63,7.27,7.263333333,7.65
Btnl9,66.38,60.37666667,64.02666667,54.72333333,66.80666667
Pus10,45.755,61.07666667,48.31,67.87666667,52.75666667
Plcxd2,44.855,65.52,44.93666667,55.68333333,50.11333333
Umodl1-As1,15.115,17.68333333,16.90333333,14.44666667,16.65
Lmln,29.875,27.85666667,27.79666667,33.59666667,25.95666667
Rad9B,14.185,18.10333333,15.9,19.00333333,15.27
Znf555,84.355,91.74666667,119.0166667,93,83.47
Nyap1,24.33,20.68,21.83333333,23.89333333,24.26
Rskr,136.585,77.02,132.33,100.7433333,72.93
Mrgprx3,9.25,9.16,10.10333333,9.84,10.25
Abca13,6.62,6.903333333,7.5,7.243333333,6.64
Adgrg7,21.535,29.9,16.61666667,17.81,14.17333333
Csf3R,118.605,124.91,142.6866667,147.6066667,144.99
Cd300Ld-As1,7.93,7.836666667,9.613333333,8.226666667,7.996666667
Dusp5P1,15.175,13.51333333,11.86333333,15.05666667,13.03666667
Dgkh,27.66,25.48333333,23.54333333,31.68666667,38.37666667
Tmem182,53.78,59.56333333,45.18333333,56.21,52.98333333
C16Orf46,33.255,42.68333333,32.95666667,34.01666667,38.71333333
Lsm14B,89.59,63.12333333,94.12,93.11333333,102.1833333
Casp8,10.555,11.07333333,11.49333333,10.70666667,11.34666667
Plb1,9.32,9.696666667,9.396666667,9.313333333,10.23333333
Linc02910,6.49,7.053333333,7.626666667,7.306666667,7.543333333
Slc5A3,30.285,33.76333333,25.23333333,29.09666667,25.20333333
Kif19,10.165,10.52,10.72,10.15666667,10.37
Slfnl1,16.095,14.58666667,17.36666667,15.3,14.98666667
Gpr82,13.535,13.33666667,13.52,12.64333333,15.00666667
Ribc1,21.425,21.15333333,21.56666667,19.44333333,20.93
Oxgr1,9.47,9.413333333,9.483333333,10.14,9
Cdc14C,7.7,7.49,7.313333333,7.26,7.04
Sult1C4,232.945,242.88,207.48,382.6833333,444.5633333
Tead1,68.2,63.64,60.85,110.0333333,128.17
Catsper2,10.32,12.11333333,11.39333333,11.49333333,11.96
Pou5F2,21.6,25.41333333,26.11333333,24.23666667,28.27
Rxfp2,9.585,9.32,9.026666667,8.97,8.803333333
Bend7,12.985,13.86666667,14.19333333,14.69666667,15.95666667
Slc18A2,11.62,11.00333333,11.39,10.64,12.3
Ssmem1,7.92,6.873333333,7.6,7.18,8.39
Mab21L3,8.48,9.873333333,9.94,9.33,8.133333333
Basp1-As1,12.105,10.73,12.06333333,11.82666667,12.01333333
Mier3,80.21,95.01666667,59.7,98.24666667,90.34
Sde2,223.1,196.0533333,212.7466667,230.9333333,203.9766667
Uroc1,21.17,18.94666667,19.19333333,18.87,21.04
Pcdh15,7.56,8.126666667,7.86,7.676666667,7.323333333
Tnrc6A,89.475,83.11,83.97666667,96.8,89.13666667
Arid2,46.61,58.91333333,46.15,55.34333333,38.51333333
Amer3,12.655,14.09,14.67333333,13.88666667,15.52
Otud7A,12.345,14.87666667,12.54333333,12.95333333,14.18
Ervw-1,25.8,27.30333333,25.17333333,20.89666667,31.06666667
Fgf13,9.185,9.39,9.85,8.96,9.82
Fbxl18,121.845,124.1533333,122.9666667,121.9866667,143.63
Linc01600,14.99,15.71,21.74,16.97666667,18.15333333
Pnpla1,16.29,15.61,15.67333333,18.94,19.83
Depdc4,12.22,12.57,16.40666667,14.15666667,13.47333333
Cox6B2,31.27,28.2,31.86333333,24.82333333,33.27
Niban3,14.75,18.57666667,16.65333333,17.02,18.97333333
Epha10,10.305,10.66666667,10.77,10.73666667,11.60333333
Wdr64,8.81,9.47,9.886666667,10.27666667,9.583333333
Btbd9,17.365,19.26,18.51666667,23.27666667,19.49666667
Heatr9,11.195,11.46333333,12.32,12.66333333,13.45333333
Parp15,8.65,7.843333333,8.203333333,8.713333333,8.273333333
Arhgap42,7.115,7.296666667,7.45,7.386666667,8.206666667
Linc01101,25.86,24.50333333,23.63666667,25.68333333,26.94
Mfsd2A,19.675,17.94333333,18.82,17.58666667,20.97
Atm,12.09,12.23333333,10.85666667,11.46,11.88
Calhm4,10.2,9.546666667,10.28333333,10.72666667,10.95
Nphp3,10.5,11.76666667,11.76333333,10.34,10.57666667
Atg9B,9.755,9.623333333,10.46666667,9.86,10.81666667
Cxorf58,9.08,8.853333333,10.38666667,9.563333333,9.87
Tfap2B,12.385,11.88666667,11.82666667,12.76666667,17.63
Ccdc13,67.875,58.67,61.22333333,46.41666667,65.37666667
Linc02210,63.185,74.70666667,67,75.63,78.41
Mrgprx1,9.57,10.24,12.14666667,10.89,11.69666667
Hfe,9.45,11.01666667,10.22333333,10.04666667,8.74
Rln3,18.06,17.54,18.11333333,19.75,19.37666667
Csmd1,17.56,18.75,19.32666667,16.72,19.39
Adamts20,9.255,9.533333333,9.8,9.18,10.08333333
Sall3,10.265,9.733333333,10.72,10.46666667,11.05
Agbl4,29.99,31.73666667,31.61,30.13666667,30.40333333
Lcal1,35.26,29.34,45.88666667,35.69333333,34.29333333
Slc17A8,6.87,7.32,8.433333333,7.61,8.193333333
Linc02873,10.8,12.36333333,11.19,11.31333333,11.84333333
Satb2-As1,8.265,8.523333333,8.386666667,8.326666667,10.01333333
Rbfox1,19.89,19.87,18.18666667,18.08666667,22.54333333
Slfn13,7.15,8.016666667,8.776666667,7.54,7.87
C12Orf40,8.14,8.35,10.83,8.803333333,8.74
Cfap57,13.42,11.72333333,13.18333333,12.87666667,11.11333333
C5Orf64,9.195,9.133333333,9.08,9.593333333,9.143333333
Adamts15,21.055,17.64333333,17.62,18.61,20.94
Ly86-As1,9.465,10.82333333,10.68,9.623333333,9.823333333
Edaradd,24.245,24.80333333,22.91666667,24.57333333,30.42333333
Ccdc171,7.485,6.896666667,7.376666667,7.096666667,7.18
Cyp4Z2P,9.99,10.60333333,10.25333333,8.996666667,10.22666667
C18Orf15,16.795,17.35666667,19.27,20.04666667,19.30666667
Muc19,12.74,10.83333333,11.60333333,10.38333333,11.87666667
Klhdc7A,24.715,29.26,25.97666667,24.72333333,29.97666667
Ndufv1-Dt,61.52,63.94,62.68666667,58.62,72.71333333
Aqp4-As1,7.555,7.596666667,7.24,7.573333333,8.006666667
Cntnap4,8.035,7.776666667,8.38,8.866666667,8.673333333
Fer1L6-As1,8.99,9.553333333,9.1,9.77,9.613333333
C1Orf127,58.275,58.48,54.94333333,53.96666667,56.38333333
Ccdc162P,11.675,12.47,11.72333333,12.45666667,12.79
Agbl1,11.16,10.76333333,11.25,9.75,11.68
Linc02880,13.75,14.57,14.30666667,15.86666667,17.40333333
Linc00304,23.76,24.31,24.24,27.5,30.27666667
Terb1,17.43,15.27666667,16.36,15.42333333,16.52333333
Myo1H,10.24,9.726666667,8.853333333,8.91,10.00333333
Asb14,12.6,13.25333333,13.09,13.93,13.68666667
Rptn,9.255,9.063333333,10.14333333,9.916666667,8.463333333
Linc00269,53.83,54.29333333,56.99666667,52.74333333,57.42
Vstm4,26.155,24.22,24.62,23.58333333,26.44
Ccdc150,48.15,49.84,42.86666667,48.84,52.06
Stpg4,20.935,21.63333333,21.14666667,18.50333333,23.28333333
Fam9B,9.715,8.916666667,9.726666667,10.55666667,9.96
Flj40288,119.135,111.8933333,108.54,103.06,131.0333333
Ces5A,12.645,11.60333333,12.25,11.28,11.37333333
Cfap47,25.195,24.98,23.59333333,23.94666667,23.48
Dcaf8L2,12.35,16.05,14.13333333,12.88333333,15.61666667
Dnah17,13.34,11.68666667,12.47,12.94666667,12.22666667
Slc35G3,7.795,8.323333333,8.963333333,9.356666667,9.11
Linc01931,10.61,10.88333333,11.73333333,9.666666667,12.23
Loc100288966,6.78,7.016666667,7.003333333,6.883333333,6.913333333
Kirrel3-As3,11.98,11.49,11.08666667,11.33666667,13.56
Tmem145,15.47,14.99333333,15.43666667,14.48666667,15.68333333
C15Orf32,8.675,9.696666667,9.703333333,9.96,9.13
Tsga10Ip,60.125,63.48,61.86,64.59333333,77.21
Linc00477,8.505,8.18,9,8.73,10.30666667
Ccdc140,12.93,12.64666667,13.37333333,13.33333333,13.88666667
C17Orf78,9.12,10.94333333,8.716666667,9.636666667,9.54
Tekt5,26.625,29.54666667,27.06666667,25.92333333,29.69333333
Ksr2,16.465,17.86666667,18.63,17.71333333,17.97666667
Pax1,13.33,12.63666667,13.11666667,11.8,11.34
Tdh,35.38,35.57666667,36.35333333,35.60666667,36.90666667
Linc00615,7.98,7.243333333,7.676666667,7.85,8.83
Serpina9,71.315,75.14333333,75.79333333,67.92666667,77.04
Fbxl21P,66.365,91.36,75.11,83.59,60.15333333
Palm2Akap2,17.51,20.39333333,19.94,20.3,18.31333333
Mrgprx4,10.24,10.37333333,10.17333333,9.08,10.07666667
A2Ml1,19.56,17.15666667,17.85,22.36333333,18.6
Cpo,17.535,20.97333333,18.26666667,17.28333333,18.93
Gpr6,43.395,43.72666667,40.70333333,43.57666667,46.11
Mds2,9.47,10.02,10.15333333,9.77,10.56333333
Cnot9,679.315,673.7133333,612.0533333,683.8933333,551.1733333
Gjd3,55.37,50.83,53.07,49.45333333,53.3
Hoxc12,14.55,13.45333333,16.69,12.95666667,13.48666667
Vnn3P,9.145,14.03333333,10.18333333,14.80666667,9.96
Cops9,16.475,16.17666667,16.69666667,16.51333333,18.23
Ferd3L,17.99,16.56666667,16.82333333,17.34333333,18.28666667
Linc00314,6.755,7.176666667,6.696666667,6.96,6.916666667
Nlrp14,18.73,17.61,18.8,15.92,18.33666667
Dgkb,13.14,13.66,14.17,12.47,12.39333333
Nlrp13,31.725,35.7,29.9,31.37333333,35.40666667
Nlrp8,19.745,20.42,19.32,20.33666667,21.74333333
Nlrp9,14.815,19.41333333,16.17333333,18.23,20.21666667
Taf5,251.585,190.4433333,197.78,191.68,154.1066667
Tas1R2,13.075,13.69,12.51666667,11.93,12.26666667
Pcsk6,12.69,12.61,11.68666667,12.16,11.20666667
Znf341,43.63,52.07,45.26333333,47.09666667,53.16
Jph1,16.535,16.80666667,16.72666667,15.3,16.98333333
Nlrp10,11.255,10.98666667,11.86333333,11.47,11.69
Rangap1,724,793.4133333,713.7266667,922.9466667,732.3533333
Mbnl2,27.765,28.68,22.76333333,27.91,30.97
Krt73,11.59,11.58333333,13.48,11.55333333,13.48333333
Cox1,25589.545,27194.31667,24607.70333,25247.17,25424.25667
Krt74,17.805,19.96,20.03,19.92666667,22.32333333
Slc29A2,194.32,212.4333333,190.79,217.23,209.8733333
Lmx1A,9.49,10.24333333,10.13666667,10.33333333,9.663333333
Ccdc125,57.225,68.6,49.75666667,87.16,65.32333333
Gpr101,22.325,23.13,23.22666667,22.18,25.23333333
Ildr1,28.335,26.9,27.05,28.34333333,32.64333333
Rbm26,13.125,11.89,10.97333333,10.64666667,11.97666667
Vn1R2,13.62,13.48333333,11.02,12.00333333,13.90666667
Vn1R5,12.005,11.11333333,10.67666667,11.63666667,12.29
Nd2,15294.185,14845.47,14821.8,12337.16333,9105.81
Taar8,18.855,17.97,17.21333333,17.29666667,18.04333333
Tas2R39,14.805,16.02333333,15.38,13.71,19.49333333
Tas2R38,16.405,19.86333333,18.42333333,18.99,19.76333333
Tas2R40,8.445,8.103333333,9.66,8.033333333,8.046666667
Tas2R41,14.405,16.19,14.74,15.1,18.01333333
Tmem171,20.48,19.56333333,18.39333333,19.36666667,21.39666667
Vn1R4,9.855,10.22333333,10.39666667,10.45,10.52
Tas2R50,10.425,10.72,9.656666667,9.716666667,9.863333333
Cd8B,12.825,14.42,13.18333333,14.62,15.66
Macrod2,31.095,27.33,31.93666667,28.92666667,35.52333333
Ddah1,52.845,48.55,49.50666667,67.94666667,67.46333333
Pianp,51.73,46.30333333,48.77666667,54.91666667,50.70666667
Atp6,26864.705,29755.90333,27263.45,27561.55,24836.89333
H1-6,26.92,26.77333333,25.95333333,23.13,30.03666667
Cox2,23101.445,24861.54,23262.91667,24159.34667,22552.74667
Cygb,105.36,102.4566667,109.4366667,98.34333333,124.28
Efna2,15.535,14.93,20.95,15.56,15.18
Ifne,9.655,10.47333333,9.03,9.19,9.363333333
Nd6,211.595,214.54,214.64,119.82,120.0833333
Srek1Ip1,320.08,369.5933333,355.9733333,422.28,505.3733333
Thrsp,16.7,16.64333333,17.66666667,16.22333333,18.25333333
Dipk2B,40.19,42.55666667,36.36333333,39.78666667,46.02
Fbxl19-As1,40.005,34.27,33.57,32.55,29.89
Pole4,445.75,381.0466667,422.3266667,368.9833333,525.2933333
Pdzk1Ip1,20.305,22.79333333,21.68666667,21.19,21.22
Bcrp3,12.29,14.82333333,14.72,12.88333333,14.34
Tal2,28.165,31.73333333,29.41333333,33.05,36.66333333
Insl3,36.885,40.19666667,36.94333333,38.23,44.81666667
Sycp3,8.69,7.753333333,8.73,7.296666667,7.123333333
Tmie,25.38,25.10666667,26.04,26.80333333,23.58
Mucl1,24.67,23.33333333,24.46666667,22.22333333,25.79333333
Atl2,217.24,234.6166667,216.9833333,270.0533333,240.29
Linc00189,10.445,9.47,10.24,9.57,9.12
Klhl35,26.47,27.22,29.16,30.77666667,28.96
Znf354B,71.51,65.38666667,102.0233333,78.17333333,101.9666667
Foxc1,123.225,66.2,123.26,97.94666667,161.0466667
Trim42,7.57,8.316666667,7.98,8.64,8.986666667
Fsip1,9.17,10.29666667,10.54666667,12.21333333,10.21333333
Fam98B,5.71,6.18,6.26,6.91,6.47
Efcab13,12.46,13.49666667,13.40333333,13.59666667,13.59333333
Garin3,19.78,21.39,20.99666667,20.92,22.30333333
Cabcoco1,8.21,8.6,8.03,8.343333333,7.906666667
Slc9B1,13.25,13.20666667,12.37,13.19,12.89666667
Wee2-As1,35.655,57.77666667,43.49666667,71.85333333,51.23
Dynlt5,8.385,10.95333333,9.846666667,7.98,8.086666667
Tmco5A,8.33,8.243333333,8.013333333,8.063333333,8.18
Ppargc1B,48.315,37.98666667,49.14333333,42.65,50.92
Xkr6,17.07,16.39666667,17.19333333,15.71666667,21.21666667
Tsga13,10.99,12.28,12.26333333,11.37,12.27666667
C9Orf163,77.995,73.90333333,70.09666667,74.03,82.55
Syne3,15.3,21.05,17.55666667,31.33,18.92
Ccdc141,99.41,137.6566667,97.83666667,132.7366667,64.91333333
Hdx,7.4,8.13,8.306666667,7.373333333,8.033333333
Cdyl2,88.615,90.39666667,72.87,81.59,91.59333333
C18Orf54,13.695,15.51,13.88333333,15.35666667,14.37
Syt14,7.515,7.443333333,7.12,6.53,7.32
Cdc20B,38.83,32.41333333,42.35,38.67666667,49.28333333
Tectb,74.41,70.55,70.31666667,69.23666667,77.72333333
Vwa3A,46.56,48.19666667,50.84666667,47.92,48.06333333
Linc00896,14.515,14.26666667,13.61666667,13.69333333,15.82
Hus1B,23.47,24.12,25.26,22.55333333,24.46666667
Npb,113.29,96.90333333,108.4666667,90.57333333,102
Ccdc34,22.3,18.35,24.3,18.24333333,15.98333333
Lrch3,112.73,102.6533333,90.66666667,98.96666667,104.3333333
Ints4,16.32,13.71666667,13.08,14.23,13.93333333
Enah,137.795,154.1166667,142.0266667,159.9466667,102.4366667
Stk35,37.615,46.94333333,40.21,49.60333333,47.06
Lrriq3,13.225,14.45,13.1,12.63333333,12.56
Klc4,33.55,34.56666667,36.50666667,34.94,33.97666667
Tiprl,321.22,329.2066667,286.5466667,348.2,306.0133333
Itgb1,3572.175,3754.523333,3166.993333,3899.656667,3812.91
Vkorc1L1,217.26,209.6466667,182.8,237.4266667,233.09
Prf1,35.2,33.58333333,33.84333333,31.93,38.05
Fbxl14,9.72,9.833333333,9.45,10.80666667,10.98333333
Ppil6,11.655,15.46333333,12.73666667,13.21333333,11.60666667
Sp1,156.735,190.31,133.6966667,183.3333333,155.9566667
C18Orf25,49.48,63.59333333,55.17,66.26666667,59.93333333
Mettl6,60.68,59.07666667,55.79333333,77.78333333,67.6
Sgo1,140.675,104.0333333,122.34,77.29,75.31
B3Galnt2,67.505,68.05333333,63.10666667,91.18,76.49
Cbr4,65.43,66.67333333,57.85,43.44,47.58333333
Pik3C2A,379.175,442.03,309.01,365.15,373.5
Nlrx1,108.27,111.9866667,94.9,132.2933333,114.0566667
Znf569,37.935,42.53666667,42.44333333,44.86,42.93333333
Ccsap,7.78,8.5,8.946666667,8.673333333,7.64
Dusp18,68.51,77.43,64.99333333,63.38666667,69.28333333
Znf697,29.78,31.48333333,32.45,31.46666667,29.28333333
Znf791,267.105,285.2833333,292.7866667,355.9666667,355.41
Chrm3,86.715,77.62333333,81.59,80.87666667,81.06666667
Htra4,16.135,15.58333333,15.92333333,15.92666667,15.16333333
Linc00525,17.255,12.95666667,13.85333333,12.92,12.47
