TF	Gene	Input
Klf5	S100a14	1
Klf5	Scamp2	1
Klf5	Sdcbp2	1
Klf5	Serpinb6a	1
Klf5	Sfn	1
Klf5	Slc25a24	1
Klf5	Slc26a2	1
Klf5	Slc6a8	1
Klf5	Spint1	1
Klf5	Sri	1
Klf5	St14	1
Klf5	Sult2b1	1
Klf5	Tjp3	1
Klf5	Tmc4	1
Klf5	Tmem30b	1
Klf5	Tmem54	1
Klf5	Tmem79	1
Klf5	Tnk1	1
Klf5	Trpm4	1
Klf5	Tspan8	1
Klf5	Usp43	1
Klf5	Vsig10	1
Klf5	Satb2	1
Klf5	Purb	1
Klf5	Atf5	1
Klf5	Gzf1	1
Klf5	Jarid2	1
Klf5	Grhl2	1
Klf5	Zfp281	1
Klf5	Smad1	1
Klf5	Elf1	1
Klf5	Tnfaip3	1
Krt19	Myb	1
Krt19	Trim16	1
Krt19	Mecom	1
Krt19	Mafg	1
Krt19	Klf6	1
Krt19	Fosl2	1
Krt19	Atf5	1
Krt19	Grhl2	1
Krt19	Ets2	1
Krt19	Tnfaip3	1
Krt20	Ppard	1
Krt20	Sox9	1
Krt20	Esrra	1
Krt20	Satb2	1
Krt20	Atf5	1
Krt20	Lass6	1
Krt20	Ascl2	1
Krt20	Smarca2	1
Krt20	Ovol2	1
Krt20	Zfp281	1
Krt7	Maf1	1
Krt7	Dhx33	1
Krt7	Zbtb8a	1
Krt8	Sox9	1
Krt8	Nr5a2	1
Krt8	Atf5	1
Krt8	Foxa2	1
Krt8	Tfcp2l1	1
Krt8	Cdkn2a	1
Krt8	Zfp217	1
Krtcap3	Plagl2	1
Krtcap3	Atf5	1
Krtcap3	Ovol2	1
Krtcap3	Grhl2	1
Krtcap3	Ets2	1
Krtcap3	Creb3l1	1
Lad1	Ppard	1
Lad1	Sox9	1
Lad1	Esrra	1
Lad1	Plagl2	1
Lad1	Satb2	1
Lad1	Lass6	1
Lad1	Ascl2	1
Lad1	Zfp281	1
Lamb3	Trim16	1
Lamb3	Hopx	1
Liph	Myb	1
Liph	Trim16	1
Liph	Mafg	1
Liph	Fosl2	1
Liph	Atf5	1
Liph	Ascl2	1
Liph	Relb	1
Liph	Elf1	1
Liph	Tnfaip3	1
Llgl2	Sarnp	1
Llgl2	Tfcp2l1	1
Mal2	Hes1	1
Mal2	Foxa2	1
Mansc1	Tfcp2l1	1
Mansc1	Smad1	1
Mansc1	Tnfaip3	1
Mapk13	Myb	1
Mapk13	Plagl2	1
Mapk13	Fosl2	1
Mapk13	Atf5	1
Mapk13	Ascl2	1
Mapk13	Jarid2	1
Mapk13	Grhl2	1
Marveld3	Nfic	1
Marveld3	Foxa2	1
Marveld3	Arid5b	1
Marveld3	Ovol2	1
Marveld3	Zfp281	1
Mfsd4	Tcf7l2	1
Mfsd4	Ppard	1
Mfsd4	Rcor1	1
Mfsd4	Satb2	1
Mfsd4	Tfcp2l1	1
Mfsd4	Gm98	1
Mfsd4	Grhl2	1
Mfsd4	Creb3l1	1
Mfsd4	Smad1	1
Mfsd6	Satb2	1
Mfsd6	Tfcp2l1	1
Mfsd6	Gm98	1
Mfsd6	Smad1	1
Mgat4a	Stat5b	1
Mgat4a	Plagl2	1
Mgat4a	Atf5	1
Mgat4a	Lass6	1
Mgat4a	Ascl2	1
Mgat4a	Grlf1	1
Mgat4a	Jarid2	1
Mgat4a	Ovol2	1
Mgat4a	Grhl2	1
Mgat4a	Zfp281	1
Mgat4a	Zfp239	1
Mgst2	Myb	1
Mgst2	Mafg	1
Mgst2	Fosl2	1
Mgst2	Atf5	1
Mgst2	Ascl2	1
Mgst2	Jarid2	1
Mkrn1	Nfic	1
Mkrn1	Ets2	1
Myb	Me1	1
Myb	Cdh2	1
Myb	Abcb1a	1
Myb	Acss1	1
Myb	Atp11b	1
Myb	Camk2d	1
Myb	Casp2	1
Myb	Cdc14a	1
Myb	Cdca7	1
Myb	Cox7a1	1
Myb	Crip1	1
Myb	Elf1	1
Myb	Galnt6	1
Myb	Lbr	1
Myb	Lrig3	1
Myb	Lrmp	1
Myb	Ltb	1
Myb	Ly75	1
Myb	Maoa	1
Myb	Mbnl3	1
Myb	Nt5c	1
Myb	Pglyrp1	1
Myb	Plac8	1
Myb	Plcb3	1
Myb	Plcd1	1
Myb	Pld1	1
Myb	Pycard	1
Myb	Rbl1	1
Myb	Rps6ka1	1
Myb	Sfn	1
Myb	Slc12a2	1
Myb	Slc25a24	1
Myb	Slc26a2	1
Myb	Sri	1
Myb	St14	1
Myb	Stk17b	1
Myb	Tmem54	1
Myb	Tspan8	1
Myb	Usp43	1
Myb	Vasp	1
Myb	Zdhhc13	1
Myb	Satb2	1
Myb	Ascl2	1
Myb	Jarid2	1
Myh11	Gli1	1
Myh11	Wnt5a	1
Myh14	Trim16	1
Myh14	Sox13	1
Myh14	Hopx	1
Myh14	Thap1	1
Myh14	Zfp367	1
Myh14	Fosl2	1
Myh14	Hes1	1
Myh14	Zscan12	1
Myh14	E2f6	1
Myh14	Relb	1
Myh14	Irf1	1
Myo1a	Ppard	1
Myo1a	Zkscan17	1
Myo1a	Esrra	1
Myo1a	Satb2	1
Myo1a	Atf5	1
Myo1a	Lass6	1
Myo1a	Ascl2	1
Myo1a	Smarca2	1
Myo1a	Ovol2	1
Myo1a	Zfp281	1
Myo1a	Mxi1	1
Myo1d	Gatad1	1
Myo1d	Elf1	1
Myo5c	Trim16	1
Myo5c	Mecom	1
Myo5c	Mafg	1
Myo5c	Lass4	1
Myo5c	Ets2	1
Myo5c	Creb3l1	1
Myo6	Clock	1
Myo6	Hdgf	1
Ocln	Cdkn2a	1
Ocln	Zfp217	1
Oit1	Tcf7l2	1
Oit1	Ppard	1
Oit1	Pparg	1
Oit1	Satb2	1
Oit1	Ascl2	1
Oit1	Tfcp2l1	1
Oit1	Ovol2	1
Oit1	Gm98	1
Oit1	Smad1	1
Ovol1	Ppard	1
Ovol1	Zeb1	1
Ovol1	Zkscan17	1
Ovol1	Esrra	1
Ovol1	Lass6	1
Ovol1	Ascl2	1
Ovol1	Mxi1	1
Pak1	Stat5b	1
Pak1	Plagl2	1
Pak1	Fosl2	1
Pak1	Klf15	1
Pak1	Atf5	1
Pak1	Jarid2	1
Pak1	Hhex	1
Pak1	Taf1c	1
Pak1	Zfp239	1
Parm1	Gli2	1
Parm1	Mecom	1
Parm1	Zfp618	1
Parm1	Thap7	1
Parm1	Rcor1	1
Parm1	Hoxd8	1
Parm1	Creb3l1	1
Parm1	Zfp217	1
Pglyrp1	Satb2	1
Pglyrp1	Fosl2	1
Pglyrp1	Tfcp2l1	1
Pglyrp1	Relb	1
Pglyrp1	Tnfaip3	1
Pkp3	Ppard	1
Pkp3	Atf5	1
Pkp3	Ascl2	1
Pkp3	Jarid2	1
Pkp3	Zfp281	1
Pld1	Tcf7l2	1
Pld1	Abt1	1
Pld1	Fosl2	1
Pld1	Foxa2	1
Plek2	Stat5b	1
Plek2	Nfic	1
Plek2	Gtf2i	1
Plek2	Sox9	1
Plek2	Satb2	1
Plek2	Atf5	1
Plek2	Lass6	1
Plek2	Ascl2	1
Plek2	Jarid2	1
Plek2	Smarca2	1
Plek2	Ovol2	1
Plek2	Zfp239	1
Plekha6	Clock	1
Plekha6	Tgif2	1
Plekha6	Zfp263	1
Plekha6	Gm98	1
Plekhh1	Plagl2	1
Plekhh1	Atf5	1
Plekhh1	Jarid2	1
Plekhh1	Tfcp2l1	1
Plekhh1	Ovol2	1
Plekhh1	Smad1	1
Plekhh1	Tnfaip3	1
Pls1	Esrra	1
Pls1	Plagl2	1
Pls1	Atf5	1
Pls1	Lass6	1
Pls1	Ascl2	1
Pls1	Grlf1	1
Pls1	Jarid2	1
Prss32	Ppard	1
Prss32	Sox9	1
Prss32	Esrra	1
Prss32	Satb2	1
Prss32	Lass6	1
Prss32	Ascl2	1
Prss32	Tfcp2l1	1
Prss32	Ovol2	1
Prss32	Grhl2	1
Prss32	Zfp281	1
Prss32	Smad1	1
Prss8	Tfcp2l1	1
Pycard	Atf5	1
Pycard	Lass6	1
Pycard	Ascl2	1
Pycard	Jarid2	1
Rab25	Mafg	1
Rab25	Atf5	1
Rab25	Ovol2	1
Rab25	Creb3l1	1
Rab27b	Mecom	1
Rab27b	Mafg	1
Rab27b	Atf5	1
Rab27b	Grhl2	1
Rab27b	Creb3l1	1
Rassf6	Pparg	1
Rassf6	Mier1	1
Rassf7	Grhl2	1
Rfk	Jarid2	1
Rfk	Ovol2	1
Rgmb	Purb	1
Rgmb	Gzf1	1
Rgmb	Mlxip	1
Rgmb	Zbtb8a	1
Rgmb	Creb3l1	1
Rgmb	Sod2	1
S100a14	Satb2	1
S100a14	Zfp750	1
S100a14	Tfcp2l1	1
S100a14	Gm98	1
S100a14	Creb3l1	1
S100a14	Tnfaip3	1
Satb2	Rcor1	1
Satb2	Degs1	1
Satb2	Ifnar2	1
Satb2	Ankrd46	1
Satb2	Limd2	1
Satb2	Gm98	1
Satb2	Spp1	1
Satb2	Abcb1a	1
Satb2	Acsl3	1
Satb2	Ahcyl2	1
Satb2	Aim2	1
Satb2	Atp12a	1
Satb2	B3gnt5	1
Satb2	B3gnt7	1
Satb2	Bcl2l14	1
Satb2	Cant1	1
Satb2	Capn5	1
Satb2	Car12	1
Satb2	Cmas	1
Satb2	Cnnm4	1
Satb2	Cs	1
Satb2	Eif2s2	1
Satb2	Ermp1	1
Satb2	Ethe1	1
Satb2	Fbxo32	1
Satb2	Fut9	1
Satb2	Gale	1
Satb2	Gfpt1	1
Satb2	Gjb3	1
Satb2	Higd2a	1
Satb2	Hoxa10	1
Satb2	Hoxa11as	1
Satb2	Hoxa9	1
Satb2	Hoxb9	1
Satb2	Hoxd10	1
Satb2	Hoxd13	1
Satb2	Hrh1	1
Satb2	Lrig3	1
Satb2	Lrrc31	1
Satb2	Ly6g6e	1
Satb2	Maoa	1
Satb2	Mboat1	1
Satb2	Mgat5	1
Satb2	Mgst3	1
Satb2	Mpi	1
Satb2	Nans	1
Satb2	Nt5c	1
Satb2	Nudt4	1
Satb2	Pcsk7	1
Satb2	Pdxdc1	1
Satb2	Pla2g10	1
Satb2	Pla2g5	1
Satb2	Ppfia3	1
Satb2	Scamp2	1
Satb2	Sdcbp2	1
Satb2	Shisa2	1
Satb2	Slc20a1	1
Satb2	Slc25a24	1
Satb2	Slc26a2	1
Satb2	Slc35a1	1
Satb2	Slc35a2	1
Satb2	Slc35a3	1
Satb2	Slc35c1	1
Satb2	Smpd3	1
Satb2	Sri	1
Satb2	St6galnac6	1
Satb2	Styk1	1
Satb2	Tbc1d2	1
Satb2	Tfcp2l1	1
Satb2	Tgm3	1
Satb2	Tm9sf4	1
Satb2	Tmem54	1
Satb2	Tprn	1
Satb2	Tradd	1
Satb2	Trim2	1
Satb2	Zdhhc13	1
Satb2	Prdm14	1
Satb2	Ovol2	1
Satb2	Creb3l2	1
Satb2	Smad1	1
Scamp2	Ppard	1
Scamp2	Gzf1	1
Scamp2	Ovol2	1
Scamp2	Grhl2	1
Scamp2	Zfp281	1
Scamp2	Creb3l1	1
Sdcbp2	Ppard	1
Sdcbp2	Gtf2i	1
Sdcbp2	Lass6	1
Sdcbp2	Ascl2	1
Sdcbp2	Tfcp2l1	1
Sdcbp2	Hhex	1
Sdcbp2	Ovol2	1
Sdcbp2	Gm98	1
Sdcbp2	Zfp281	1
Sdcbp2	Smad1	1
Serinc2	Ppard	1
Serinc2	Fosl2	1
Serinc2	Grhl2	1
Serinc2	Creb3l1	1
Serpinb1a	Stat5b	1
Serpinb1a	Atf5	1
Serpinb6a	Mafg	1
Serpinb6a	Klf6	1
Serpinb6a	Fosl2	1
Serpinb6a	Klf12	1
Serpinb6a	Atf5	1
Serpinb6a	Gzf1	1
Serpinb6a	Mlxip	1
Serpinb6a	Ets2	1
Serpinb6a	Zfp217	1
Serpinb6a	Tnfaip3	1
Slc25a24	Klf6	1
Slc25a24	Fosl2	1
Slc25a24	Relb	1
Slc25a24	Tnfaip3	1
Slc26a2	Rcor1	1
Slc26a2	Purb	1
Slc26a2	Jarid2	1
Slc26a2	Tfcp2l1	1
Slc26a2	Ovol2	1
Slc26a2	Grhl2	1
Slc26a2	Creb3l1	1
Slc37a1	Fos	1
Slc37a1	Ovol2	1
Slc37a1	Gm98	1
Slc37a1	Smad1	1
Smagp	Klf3	1
Smagp	Tfcp2l1	1
Spink3	Nfic	1
Spink3	Tfcp2l1	1
Spink3	Arid5b	1
Spink3	Zfp281	1
Spint1	Phtf2	1
Spint1	Atf5	1
Spint1	Jarid2	1
Spint1	Tfcp2l1	1
Spint2	Phtf2	1
Spint2	Cdkn2a	1
Spint2	Zfp217	1
Sri	Pparg	1
Sri	Klf6	1
Sri	Fosl2	1
Sri	Tfcp2l1	1
Sri	Elf1	1
Sri	Irf2	1
Sri	Irf9	1
Sri	Tnfaip3	1
St14	Tfcp2	1
St14	Plagl2	1
St14	Fosl2	1
St14	Klf12	1
St14	Atf5	1
St14	Jarid2	1
St14	Ovol2	1
St14	Grhl2	1
St14	Zfp281	1
St14	Tnfaip3	1
St3gal6	Tfcp2l1	1
St3gal6	Zfp217	1
Stap2	Phf20	1
Stap2	Psip1	1
Stap2	Rreb1	1
Stap2	Smarcal1	1
Stap2	Patz1	1
Stap2	Sub1	1
Stap2	Zbtb7b	1
Stap2	Gtf2h5	1
Styk1	Ppard	1
Styk1	Sox9	1
Styk1	Lass6	1
Styk1	Ascl2	1
Styk1	Ovol2	1
Styk1	Smad1	1
Sult2b1	Ppard	1
Sult2b1	Zkscan17	1
Sult2b1	Tfcp2	1
Sult2b1	Lass6	1
Sult2b1	Ascl2	1
Sult2b1	Ovol2	1
Sult2b1	Zfp281	1
Sult2b1	Cc2d1a	1
Sult2b1	Rb1	1
Sytl2	Trim16	1
Sytl2	Mecom	1
Sytl2	Mafg	1
Sytl2	Fosl2	1
Sytl2	Hoxb6	1
Sytl2	Ets2	1
Sytl2	Creb3l1	1
Sytl2	Tnfaip3	1
Tes	Gzf1	1
Tjp3	Tcf7l2	1
Tjp3	Ppard	1
Tjp3	Pparg	1
Tjp3	Esrra	1
Tjp3	Ascl2	1
Tjp3	Tfcp2l1	1
Tmc4	Phtf2	1
Tmc4	Fos	1
Tmc4	Mlxip	1
Tmc4	Creb3l1	1
Tmem238	Phf20	1
Tmem238	Nr2f1	1
Tmem30b	Tfcp2l1	1
Tmem30b	Cdkn2a	1
Tmem30b	Zfp217	1
Tmem54	Sox9	1
Tmem54	Plagl2	1
Tmem54	Atf5	1
Tmem54	Lass6	1
Tmem54	Ascl2	1
Tmem54	Grlf1	1
Tmem54	Jarid2	1
Tmem54	Smarca2	1
Tmem54	Zfp281	1
Tnk1	Atf5	1
Tnk1	Zfp281	1
Trpm4	Klf12	1
Trpm4	Jarid2	1
Trpm4	Hhex	1
Trpm4	Ovol2	1
Trpm4	Zfp281	1
Trpm4	Cc2d1a	1
Trpm4	Relb	1
Tspan8	Klf6	1
Tspan8	Fosl2	1
Tspan8	Jarid2	1
Tspan8	Dhx33	1
Tspan8	Smad1	1
Tspan8	Elf1	1
Tspan8	Irf1	1
Tspan8	Tnfaip3	1
Ush1c	Atoh8	1
Ush1c	Arid5b	1
Ush1c	Ovol2	1
Ush1c	Zfp281	1
Usp43	Fosl2	1
Usp43	Relb	1
Usp43	Tnfaip3	1
Vsig10	Jarid2	1
Vsig10	Ovol2	1
Vsig10	Smad1	1
Phf5a	Nrbp2	1
Phf5a	Kat2b	1
Phf5a	Mtus1	1
Phf5a	2700029M09Rik	1
Phf5a	2700094K13Rik	1
Phf5a	3110082I17Rik	1
Phf5a	4930427A07Rik	1
Phf5a	Abt1	1
Phf5a	Actl6a	1
Phf5a	Aimp1	1
Phf5a	Alkbh1	1
Phf5a	Anln	1
Phf5a	Anp32b	1
Phf5a	Anp32e	1
Phf5a	Apex1	1
Phf5a	Apitd1	1
Phf5a	Arhgap11a	1
Phf5a	Atad5	1
Phf5a	Aurka	1
Phf5a	Aurkb	1
Phf5a	BC055324	1
Phf5a	Bend3	1
Phf5a	Blm	1
Phf5a	Bms1	1
Phf5a	Brca1	1
Phf5a	Brca2	1
Phf5a	Bub1b	1
Phf5a	Bub3	1
Phf5a	C330027C09Rik	1
Phf5a	Cbx1	1
Phf5a	Ccdc34	1
Phf5a	Ccdc99	1
Phf5a	Ccnb1	1
Phf5a	Ccne1	1
Phf5a	Ccne2	1
Phf5a	Cct2	1
Phf5a	Cct5	1
Phf5a	Cct6a	1
Phf5a	Cct7	1
Phf5a	Cdc123	1
Phf5a	Cdc45	1
Phf5a	Cdc6	1
Phf5a	Cdc7	1
Phf5a	Cdca2	1
Phf5a	Cdca4	1
Phf5a	Cdca5	1
Phf5a	Cdca7	1
Phf5a	Cdca8	1
Phf5a	Cdk4	1
Phf5a	Cdt1	1
Phf5a	Cenpe	1
Phf5a	Cenph	1
Phf5a	Cenpi	1
Phf5a	Cenpq	1
Phf5a	Cep192	1
Phf5a	Chaf1b	1
Phf5a	Chchd4	1
Phf5a	Chek1	1
Phf5a	Clns1a	1
Phf5a	Clspn	1
Phf5a	Cse1l	1
Phf5a	D19Bwg1357e	1
Phf5a	Dap3	1
Phf5a	Dbf4	1
Phf5a	Dcaf13	1
Phf5a	Dcp2	1
Phf5a	Dctd	1
Phf5a	Ddx1	1
Phf5a	Ddx11	1
Phf5a	Ddx39	1
Phf5a	Dis3	1
Phf5a	Dkc1	1
Phf5a	Dlgap5	1
Phf5a	Dnajc9	1
Phf5a	Dnmt1	1
Phf5a	Dscc1	1
Phf5a	Dsn1	1
Phf5a	Dtl	1
Phf5a	Dtymk	1
Phf5a	Dut	1
Phf5a	E2f7	1
Phf5a	Eftud2	1
Phf5a	Eif3g	1
Phf5a	Elp6	1
Phf5a	Eme1	1
Phf5a	Ercc6l	1
Phf5a	Eri2	1
Phf5a	Exo1	1
Phf5a	Ezh2	1
Phf5a	Farsb	1
Phf5a	Fbl	1
Phf5a	Fbxo5	1
Phf5a	Fen1	1
Phf5a	Fignl1	1
Phf5a	Gar1	1
Phf5a	Gins1	1
Phf5a	Gmnn	1
Phf5a	Gnl3	1
Phf5a	Grwd1	1
Phf5a	H2afx	1
Phf5a	H2afz	1
Phf5a	Hat1	1
Phf5a	Hells	1
Phf5a	Hirip3	1
Phf5a	Hnrnpa1	1
Phf5a	Hnrnpm	1
Phf5a	Ilf3	1
Phf5a	Impdh2	1
Phf5a	Iws1	1
Phf5a	Kars	1
Phf5a	Kif22	1
Phf5a	Kif4	1
Phf5a	Kifc5b	1
Phf5a	Kntc1	1
Phf5a	Kpna2	1
Phf5a	Larp7	1
Phf5a	Lig1	1
Phf5a	Lrr1	1
Phf5a	Lrrc40	1
Phf5a	Lyar	1
Phf5a	Mad2l1	1
Phf5a	Mak16	1
Phf5a	Mcm2	1
Phf5a	Mcm3	1
Phf5a	Mcm4	1
Phf5a	Mcm5	1
Phf5a	Mcm6	1
Phf5a	Mcm7	1
Phf5a	Melk	1
Phf5a	Mettl14	1
Phf5a	Mis18bp1	1
Phf5a	Mki67ip	1
Phf5a	Mms22l	1
Phf5a	Mphosph6	1
Phf5a	Mre11a	1
Phf5a	Mrps25	1
Phf5a	Msh2	1
Phf5a	Msh6	1
Phf5a	Mtf2	1
Phf5a	Mthfd1l	1
Phf5a	Mybl2	1
Phf5a	Naa38	1
Phf5a	Ncapd2	1
Phf5a	Ncapg	1
Phf5a	Ncapg2	1
Phf5a	Ncaph	1
Phf5a	Ncaph2	1
Phf5a	Ndc80	1
Phf5a	Ngdn	1
Phf5a	Nmral1	1
Phf5a	Nob1	1
Phf5a	Noc4l	1
Phf5a	Nop56	1
Phf5a	Npm1	1
Phf5a	Nsmce2	1
Phf5a	Nudt1	1
Phf5a	Nufip1	1
Phf5a	Nup107	1
Phf5a	Nup133	1
Phf5a	Nup155	1
Phf5a	Nup205	1
Phf5a	Nup37	1
Phf5a	Nup43	1
Phf5a	Nup62	1
Phf5a	Nup85	1
Phf5a	Nup93	1
Phf5a	Nusap1	1
Phf5a	Odc1	1
Phf5a	Oip5	1
Phf5a	Orc6	1
Phf5a	Pbk	1
Phf5a	Pcbp1	1
Phf5a	Pdcd11	1
Phf5a	Pfas	1
Phf5a	Plk4	1
Phf5a	Plrg1	1
Phf5a	Pola1	1
Phf5a	Pold1	1
Phf5a	Pold3	1
Phf5a	Pole	1
Phf5a	Polr1c	1
Phf5a	Polr2b	1
Phf5a	Polr2d	1
Phf5a	Ppan	1
Phf5a	Prc1	1
Phf5a	Prim1	1
Phf5a	Prim2	1
Phf5a	Prpf3	1
Phf5a	Psat1	1
Phf5a	Psma5	1
Phf5a	Psmd14	1
Phf5a	Pus7l	1
Phf5a	Racgap1	1
Phf5a	Rad51	1
Phf5a	Rad54l	1
Phf5a	Rbm12	1
Phf5a	Rbm14	1
Phf5a	Rbm8a	1
Phf5a	Rbmx2	1
Phf5a	Rbmxl1	1
Phf5a	Rcc2	1
Phf5a	Rfc2	1
Phf5a	Rfc4	1
Phf5a	Rfc5	1
Phf5a	Rfwd3	1
Phf5a	Rhebl1	1
Phf5a	Rnaseh2b	1
Phf5a	Rnf219	1
Phf5a	Rnps1	1
Phf5a	Rpa1	1
Phf5a	Rpa2	1
Phf5a	Rpl15	1
Phf5a	Rpl31	1
Phf5a	Rps6ka6	1
Phf5a	Rrp15	1
Phf5a	Rrp1b	1
Phf5a	Rrp8	1
Phf5a	Rtcd1	1
Phf5a	Ruvbl1	1
Phf5a	Scml2	1
Phf5a	Sdad1	1
Phf5a	Sf3a1	1
Phf5a	Sgol1	1
Phf5a	Shcbp1	1
Phf5a	Ska1	1
Phf5a	Ska3	1
Phf5a	Skp2	1
Phf5a	Smarcad1	1
Phf5a	Smc2	1
Phf5a	Smpd4	1
Phf5a	Snrnp40	1
Phf5a	Snrpa1	1
Phf5a	Snrpe	1
Phf5a	Snrpf	1
Phf5a	Srpk1	1
Phf5a	Ssrp1	1
Phf5a	Suv39h2	1
Phf5a	Syce2	1
Phf5a	Tacc3	1
Phf5a	Taf1d	1
Phf5a	Taf5	1
Phf5a	Taf5l	1
Phf5a	Tcp1	1
Phf5a	Thoc3	1
Phf5a	Thoc6	1
Phf5a	Timeless	1
Phf5a	Tipin	1
Phf5a	Topbp1	1
Phf5a	Tram1l1	1
Phf5a	Trim28	1
Phf5a	Trim59	1
Phf5a	Trip13	1
Phf5a	Tsr1	1
Phf5a	Ttf2	1
Phf5a	Tubb2b	1
Phf5a	Uba2	1
Phf5a	Uhrf1	1
Phf5a	Usp37	1
Phf5a	Usp39	1
Phf5a	Utp15	1
Phf5a	Vrk1	1
Phf5a	Wdhd1	1
Phf5a	Wdr43	1
Phf5a	Wdr74	1
Phf5a	Xpo1	1
Phf5a	Ythdf1	1
Phf5a	Zfp330	1
Phf5a	Zfp566	1
Phf5a	Zfp828	1
Phf5a	Zmynd19	1
Phf5a	Zwilch	1
Phf5a	Smarce1	1
Phf5a	Tada2a	1
Nrbp2	Ash2l	1
Nrbp2	Nfib	1
Nrbp2	Nfia	1
Nrbp2	Nfix	1
Nrbp2	Arnt2	1
Nrbp2	Zfp410	1
Nrbp2	Nr2f2	1
Kat2b	Dnmt1	1
Mtus1	Dnmt3a	1
Mtus1	Sox17	1
Mtus1	Ash2l	1
Mtus1	Nfib	1
Mtus1	Stat1	1
Mtus1	Tcea3	1
Mtus1	Brca2	1
Mtus1	Zfp593	1
Mtus1	Nr1d1	1
Mtus1	Rbl2	1
Mtus1	Klf15	1
Mtus1	Trim27	1
Mtus1	Pa2g4	1
Mtus1	Srrt	1
Mtus1	Blm	1
Mtus1	Epas1	1
Mtus1	E2f7	1
Mtus1	Irf9	1
Mtus1	Taf6	1
2700029M09Rik	Apex1	1
2700029M09Rik	Stat3	1
2700029M09Rik	Psmc3ip	1
2700029M09Rik	Mcm8	1
2700029M09Rik	Smarce1	1
2700029M09Rik	Hnrnpk	1
2700029M09Rik	Nr1d1	1
2700029M09Rik	Rbmx	1
2700029M09Rik	Ssrp1	1
2700029M09Rik	Sarnp	1
2700029M09Rik	Set	1
2700029M09Rik	Blm	1
2700029M09Rik	Dnmt1	1
2700029M09Rik	Hdac2	1
2700029M09Rik	Msl3	1
2700029M09Rik	Rbbp5	1
2700029M09Rik	E2f7	1
2700029M09Rik	Tmpo	1
2700029M09Rik	Npm1	1
2700029M09Rik	Rbmxl1	1
2700029M09Rik	Rxra	1
2700029M09Rik	Zfp422	1
2700029M09Rik	Smad2	1
2700029M09Rik	Sfpq	1
2700029M09Rik	Ddx20	1
2700094K13Rik	Uhrf1	1
2700094K13Rik	Ilf2	1
2700094K13Rik	Psmc3ip	1
2700094K13Rik	Smarce1	1
2700094K13Rik	Top2a	1
2700094K13Rik	Zfp553	1
2700094K13Rik	Hmgb1	1
2700094K13Rik	Tgif2	1
2700094K13Rik	Mybl2	1
2700094K13Rik	Trim28	1
2700094K13Rik	Ssrp1	1
2700094K13Rik	Sarnp	1
2700094K13Rik	Pa2g4	1
2700094K13Rik	Set	1
2700094K13Rik	Dnmt1	1
2700094K13Rik	Hnrnpab	1
2700094K13Rik	Tfdp1	1
2700094K13Rik	Smarcc1	1
2700094K13Rik	E2f7	1
2700094K13Rik	Tmpo	1
2700094K13Rik	Npm1	1
2700094K13Rik	Rbmxl1	1
2700094K13Rik	Pcna	1
2700094K13Rik	Ppp1r8	1
2700094K13Rik	Tada2a	1
2700094K13Rik	Ddx20	1
3110082I17Rik	Apex1	1
3110082I17Rik	Bhlhe40	1
3110082I17Rik	Irf2	1
4930427A07Rik	Uhrf1	1
4930427A07Rik	Ash2l	1
4930427A07Rik	Mcm8	1
4930427A07Rik	Brip1	1
4930427A07Rik	Top2a	1
4930427A07Rik	Brca1	1
4930427A07Rik	Hmgb2	1
4930427A07Rik	Mybl2	1
4930427A07Rik	Ezh2	1
4930427A07Rik	Hells	1
4930427A07Rik	Srrt	1
4930427A07Rik	Blm	1
4930427A07Rik	Hdac3	1
4930427A07Rik	Hdac1	1
4930427A07Rik	Tfdp1	1
4930427A07Rik	Rbbp8	1
4930427A07Rik	E2f7	1
4930427A07Rik	E2f8	1
4930427A07Rik	Foxm1	1
4930427A07Rik	Tmpo	1
4930427A07Rik	Ttf2	1
4930427A07Rik	Taf5	1
Abt1	Prkcd	1
Abt1	Neat1	1
Abt1	Ppp1r12a	1
Abt1	Apex1	1
Abt1	Asrgl1	1
Abt1	Cct3	1
Abt1	Cdc26	1
Abt1	Cirh1a	1
Abt1	Cse1l	1
Abt1	Ctu2	1
Abt1	Ddx18	1
Abt1	Ddx21	1
Abt1	Ddx27	1
Abt1	Dtwd1	1
Abt1	E2f6	1
Abt1	Eef1e1	1
Abt1	Eif2b3	1
Abt1	Fbl	1
Abt1	Gart	1
Abt1	Gnl3	1
Abt1	Gpatch4	1
Abt1	Gpn3	1
Abt1	Grwd1	1
Abt1	Gtf2h5	1
Abt1	Hat1	1
Abt1	Hax1	1
Abt1	Kars	1
Abt1	Mak16	1
Abt1	Mki67ip	1
Abt1	Mrrf	1
Abt1	Mthfd1	1
Abt1	Nhp2l1	1
Abt1	Nip7	1
Abt1	Nme2	1
Abt1	Nob1	1
Abt1	Noc4l	1
Abt1	Nop14	1
Abt1	Nop56	1
Abt1	Nufip1	1
Abt1	Nup107	1
Abt1	Nup43	1
Abt1	Nup62	1
Abt1	Park7	1
Abt1	Pdcd11	1
Abt1	Polr1c	1
Abt1	Polr2h	1
Abt1	Pop1	1
Abt1	Ppan	1
Abt1	Prmt3	1
Abt1	Prpf3	1
Abt1	Pwp2	1
Abt1	Rrp15	1
Abt1	Rrp1b	1
Abt1	Ruvbl1	1
Abt1	Shq1	1
Abt1	Smu1	1
Abt1	Snap47	1
Abt1	Taf5l	1
Abt1	Thoc6	1
