Gene,iPS0,iPS4,iPS7,iPS10,iPS15,iPS20
Zfp623,8.904383333,11.34616667,9.433526667,9.084146667,9.07009,7.92928
Gm6467,2.240943333,2.802003333,2.244703333,2.914243333,4.776353333,4.904703333
Gm20633,0.886832667,0.335308333,0.389325667,0.291182,0.175209,0.112319233
1700003F12Rik,0.65694,0.059279333,0.115548333,0.129828,0.201437,0.319280333
Yipf2,10.92482333,5.517653333,5.820943333,4.741876667,3.97229,5.039103333
Gbp8,0,0.019564,0,0.013305533,0.029488833,0.033689533
F730043M19Rik,2.104443333,3.228943333,3.35224,3.616346667,2.487776667,2.62539
Ace,0.0663836,1.659823333,2.296603333,1.33679,2.095486667,0.999130667
Rab2b,27.4049,13.38333333,7.7209,9.57597,8.008636667,10.35805333
Gata4,0.189281,0.025016867,0.133261467,0.206460133,0.853134,1.48798
Fcer1g,1.271976667,0.238996,0.063416667,0.465254,0.105592,0.055066667
Strap,115.3296667,136.718,129.312,143.8536667,120.4896667,111.792
Gpt,1.196753333,1.038884667,1.5965,1.156824,1.17858,1.180353333
Ciao1,65.75173333,58.99083333,46.83753333,52.12903333,45.59176667,51.82113333
Rhbdd3,9.995986667,14.32836667,15.37136667,13.41956667,14.01253333,15.0796
Ikzf1,0.0324713,0.453842,0.706167667,3.10709,20.41286667,20.7844
Pex12,8.55538,14.64936667,9.87479,19.2075,21.9881,19.70056667
Siglec5,0.0406906,0,0,0,0,0.054202067
Myh7b,0.084276167,0.354726333,1.960923333,2.578833333,5.609083333,3.920866667
Atf1,46.3392,54.09866667,39.38403333,51.28493333,34.41356667,33.1371
Pex16,10.50736667,8.916986667,8.76386,10.23807333,10.53686667,9.854346667
Mccc1,8.721583333,8.53578,9.115126667,9.56079,7.194276667,9.426456667
1300018I17Rik,12.14079333,9.177253333,7.984976667,7.694146667,6.626466667,4.816846667
Mtx1,123.7883333,150.6356667,124.9643333,138.5086667,143.6853333,155.5873333
RP23-32P19.2,0.070995333,0.241758,0.130115667,0.202676333,0,0.114314
Ubxn11,2.570216667,2.056574667,2.606326667,4.002313333,3.124133333,4.21798
Klk11,0,0.025921033,0.0291069,0.059632333,0.165351333,0.1481643
Pnkd,31.6815,43.30763333,41.0354,41.67716667,30.0207,37.8452
Taf12,32.46673333,25.37533333,20.70993333,24.88933333,24.191,24.3494
Urb2,12.9481,27.8482,40.59643333,46.4572,39.2683,31.8288
Zmynd15,0.442529667,1.647783333,1.138391667,1.238533,0.303312333,1.138689
Tmem79,0.206020667,2.526436667,11.56813333,24.56936667,15.70543333,9.488336667
Pigw,4.890303333,7.202833333,6.045266667,7.70846,9.582903333,8.645273333
Foxk2,40.9009,35.52853333,34.49483333,33.66196667,48.07413333,36.3417
Mrpl48-ps,4.05504,7.008733333,5.849086667,5.340483333,5.870166667,6.086396667
Gm12031,0.302313333,0.333623,0.285821333,0.516221667,1.73667,1.931113333
Airn,2.58313,0.955163,1.359534333,0.392469667,0.896391,0.947590667
4930420K17Rik,0.947072667,3.43566,4.75015,5.704583333,5.745496667,6.47886
Sh2d6,1.452223333,0.167477333,0.534274,0.623266,0.294088,0.190879433
Lama5,51.33016667,22.76843333,75.34476667,79.35723333,73.81373333,89.9933
Hmga1,24.2706,35.3399,26.61146667,25.5568,26.68933333,30.14863333
Fam178b,0.216923,0.100306,0.132348333,0.020846867,0.285847333,1.486686667
Slc28a1,0.0124114,1.487866667,2.01299,1.36706,2.909703333,6.15337
Zfp938,5.122326667,4.648106667,6.864056667,5.245936667,4.124886667,3.943143333
BC100451,2.23499,0.098124067,0.064848867,0.066822067,0.113659667,0.0553764
Ddx60,0.0102474,0,0,0,0.099490767,0.2165174
Taf7l,0.132185,0.0153832,0.0515886,0.071043,0.0820769,0.362562333
Oxsm,3.95812,7.09064,5.77314,5.7379,5.445973333,5.361333333
Lyrm5,18.0342,13.89486667,14.1807,13.5564,13.28383333,15.26616667
Zfp78,1.004744667,1.542083333,1.39996,1.737553333,2.07159,1.93396
Pecam1,0.056334133,0.193725667,0.147147667,0.1239215,0.954635,6.62392
Scn2a1,1.274747667,0.1216265,0.017273267,0.219048167,0.023304733,0.1170806
Acss1,0.038206167,0.646433667,0.473028667,0.299616667,1.045351333,0.526072667
Ogg1,11.50673333,9.898443333,11.09173333,11.82053333,10.56958,10.18942667
Anp32-ps,0.719573333,3.119333333,3.698373333,4.415283333,3.404416667,3.55944
Lekr1,2.10794,2.447213333,2.47103,1.860683333,1.767786667,1.412406667
Tatdn1,10.81753333,6.624606667,8.017203333,8.44264,9.642503333,7.772683333
Tnni3,2.24436,3.94431,4.682993333,4.425836667,6.074663333,9.55284
Atp1a3,0.041759333,0,0.247005333,0.566860667,4.786803333,5.58143
Snx29,3.025006667,3.1032,4.641746667,2.760063333,2.953573333,2.138846667
Pip5kl1,0.409936,0.149894,0.920486667,0.213158,1.342317333,1.202392667
Spef1,2.927956667,2.93286,2.893846667,3.571786667,2.625506667,1.233016667
Sp110,0.113243333,0,0,0.012826633,0.094435567,0.380306
Rph3al,0.523639667,1.038388,1.665163333,0.596948667,0.915806667,1.659013333
Ehd4,27.82536667,34.99466667,26.97456667,30.64536667,28.94483333,27.4037
Fam71e1,0.869404667,0.42631,0.280355333,0.288327333,0.154588,0.325585667
Hist1h2bj,0.864922667,2.31072,2.10687,1.608713333,2.28343,3.325303333
Rasgef1b,0.923114,0.333504,0.405054,0.331341333,0.225580333,0.384197333
Smarca4,62.49116667,74.0066,74.78306667,74.32346667,76.56846667,72.22576667
Lrriq4,0,0.016704833,0,0.142869567,0.2521823,1.038236667
AA415398,3.162893333,1.698053333,1.907766667,1.722253333,2.197373333,2.04217
Rsph3a,1.353223333,0.906364,0.711901,0.880668,1.040150333,0.958274333
Aadat,0.603468,1.630893333,0.930981,0.543311333,0.1399925,0.264545667
Sox21,0.094695667,6.99588,12.77956667,16.77416667,6.388953333,2.44578
Osgin1,1.452296667,1.046955333,1.186216667,0.586411,0.648609667,0.680600667
Pax9,1.556286667,1.634893333,0.978948,1.08699,1.126978667,0.936200667
Triap1,31.2346,33.5895,30.56033333,27.9272,27.88513333,35.3437
Nutf2,9.233166667,9.907586667,8.145783333,10.04917333,9.92233,8.060003333
Gm5499,6.080796667,6.91129,6.855423333,6.78406,6.677733333,6.63175
Mrpl23-ps1,1.168304667,2.204033333,1.352817,1.226347333,2.040203333,2.243933333
Gm6457,1.120969,2.12231,1.9801,2.579283333,1.672446667,1.414576333
Cdh26,2.428783333,4.822416667,3.512796667,1.343621667,1.460308333,0.650909
C630020P19Rik,0.007966967,0.186939333,0.499421667,0.746680333,0.645622,0.226098767
Smtnl2,0.063242933,0.728376,6.33012,7.54869,17.15523333,21.0945
Chmp1a,61.11483333,31.19866667,25.9768,33.4174,30.01146667,28.83
Nfyc,30.74566667,31.07726667,29.90553333,40.30526667,30.8788,22.08963333
Nploc4,52.80373333,43.44473333,43.85376667,45.54536667,50.47886667,48.11166667
Parvg,0.038475267,0.178275833,0.141374667,0.012631067,0.030002967,0.052880233
Nup133,9.17505,23.69586667,26.14256667,27.07756667,25.00906667,24.62673333
Gm14393,0.185386,0.602333667,0.242378333,1.854906667,1.456145333,2.907546667
Mcart6,2.69402,3.366543333,4.294046667,6.026606667,5.654256667,4.898296667
Plekhn1,2.287193333,0.814727667,2.179603333,1.38857,1.643263333,1.702166667
Mtl5,0.152356333,0.421364,0.306757667,0.102245667,0.244366333,0.765561333
Hlf,0.0178734,0.823753,2.160286667,1.136513667,1.444053333,1.148271333
Gzf1,10.62567667,12.70503333,11.70233333,8.397033333,9.723406667,10.42873333
Rpl13a,10338.25667,11342.73333,9120.63,9130.143333,8227.656667,9929.18
Zfp964,0.494718,0.430792,0.489567,0.126678867,0.264677667,0.447555667
Gls,125.5056667,156.3793333,174.7706667,147.077,138.759,118.3346667
Dnajc6,0.122192767,0.016541767,0.036164333,0.192344467,0.326148,0.669354667
Tsen54,18.8481,15.95456667,15.12783333,19.5212,21.3089,23.65326667
Gm5621,1.233084,0.631677,0.891420333,0.779034667,1.031116333,1.13086
SNORA8,265.5303333,360.101,577.003,726.8016667,549.452,305.2676667
Gm12758,0.497347667,0.598831,1.101038333,1.27723,1.69969,2.244536667
Surf1,54.44653333,41.30806667,36.51483333,46.5034,41.8814,42.43676667
Rnaseh2a,62.354,172.1136667,161.2846667,153.691,147.478,167.3213333
4932438A13Rik,10.67179667,7.358786667,8.680113333,7.7163,8.231623333,8.401396667
Hacl1,9.208693333,14.46216667,17.98766667,7.221626667,10.23477667,14.63916667
Col9a3,1.209353667,1.122452333,1.005845,1.744493333,1.841713333,1.771116667
Gzmm,0.65772,0.800809,1.029987667,0.666761,0.735188333,0.660021
Tmem100,0.586048333,0.192413,0.131862333,0.509213,0.383912667,0.2008453
Hsf2bp,0.309220333,0.586356,0.5175275,0.334452,0.975974,8.27126
Gm11261,0.379438333,0.110357,0.796739667,0.061123333,0.642156667,0.452742333
Gm13453,8.57021,5.094316667,4.112093333,3.868523333,3.283526667,3.234806667
Fance,25.7441,35.93403333,35.756,29.5245,36.65706667,41.97456667
Cldn7,0.189432,0.216782667,39.2013,87.62216667,102.0242667,71.8351
Abcc3,1.119333667,0.0165904,0.1253435,0.397140333,0.492405667,0.268887
Lrch4,32.13376667,31.8998,31.63923333,38.53553333,42.19466667,45.61503333
Gm3222,1.937466667,2.684073333,2.037076667,2.003156667,2.792806667,2.795793333
Smchd1,22.44803333,35.32246667,39.29716667,38.48396667,38.5294,36.78593333
Clpx,18.77793333,22.4885,20.68326667,22.4297,21.1286,25.3068
Gm12744,39.77813333,18.25966667,13.06959,28.69886667,23.09423333,15.79912667
Nr1h2,45.97766667,36.6742,37.96203333,43.72646667,51.5282,52.1086
Ap1b1,34.83653333,32.7433,27.66646667,30.0438,42.9807,30.37866667
Ninl,7.671333333,7.392906667,7.090876667,7.611803333,6.666003333,8.837723333
Trappc11,16.70356667,15.7193,17.53126667,18.39726667,20.26416667,20.28973333
P2ry14,1.25446,0,0,0.020861533,0.04846,0.034735433
Ppp4r1,65.7902,74.8925,63.70386667,75.5797,70.5575,55.48543333
Sycp3,0.079122667,0.205513,0.085066333,0.088223667,0.315174,2.98771
Dnase1l2,1.259674667,0.913837333,1.333122667,1.60428,1.137410333,0.882337333
1600014C23Rik,0.303255333,0.270440333,0,0,0.081775333,0.249579
Per3,1.856733333,2.098926667,4.239296667,2.81938,4.218236667,4.610566667
Daglb,5.170893333,4.677986667,4.43526,4.675716667,5.334263333,4.342223333
AC093339.1,0.191156333,0.141706433,0.261540667,0.357326,0.167306333,0.169775
Bcl2l12,15.4477,24.7473,23.92463333,17.0157,17.88386667,21.0051
Gm14873,0.168721667,0.297434333,0.729658333,0.533754333,1.029216667,0.749738
RP23-463F7.8,12.41396667,15.20683333,11.80103,13.14756667,13.31543333,15.5669
Slc19a2,32.36956667,42.39363333,45.1911,35.8717,30.71666667,31.5434
Timm17b,67.75596667,81.07233333,65.00306667,65.3255,59.17546667,66.77896667
Sik3,33.3632,19.57486667,28.22863333,18.48773333,17.28636667,17.97416667
Ighmbp2,4.943086667,6.332196667,6.552236667,6.818843333,6.935313333,6.89431
Sync,6.785833333,0.1802403,0.225269667,0.170236333,0.151562,0.296899
Pabpc1l,1.39349,0.428446,0.723411,1.612086,1.365046667,2.08597
Gm14410,3.003993333,2.998526667,4.538156667,3.096223333,3.27016,2.867813333
Fbxl15,2.86998,1.376534,0.549151333,1.197086667,0.885552333,0.731309333
Tef,23.06236667,27.61526667,38.10056667,17.90483333,20.31086667,22.2922
Proca1,0.248251,0.582267667,0.263181667,0.175819033,0.829309333,1.485433333
Rnf25,35.16123333,25.746,25.49513333,26.40383333,26.73426667,23.15116667
Zfp414,19.18326667,23.79556667,23.9865,27.36003333,22.5702,25.98103333
Tfap2c,0.023578667,0.1377848,3.176926667,13.89206667,12.593,13.12906667
Snip1,14.79803333,16.53766667,15.3196,15.4175,15.22113333,13.69913333
D17Wsu92e,43.9928,44.01853333,40.01016667,38.83343333,36.71036667,43.35346667
Sugp1,22.88673333,22.01943333,22.08576667,23.41626667,22.1028,20.8284
Dennd2d,0.809665333,0.224341333,0.722576333,0.34429,0.633840667,0.899036
1700018B08Rik,0,0,0.033708,0,0,0.059882
Wbscr16,18.83506667,22.7234,24.82643333,25.38993333,27.89253333,29.52276667
Inpp5b,24.74326667,15.36113333,15.02856667,15.04006667,21.45593333,20.46486667
Pop7,24.57773333,18.03956667,14.71433333,22.5698,16.9106,13.87753333
Gm11815,0.241483,0.218488,0.358821333,0.189627333,0.304090667,0.458069333
AC154200.1,0.417313,0.516881,1.401826667,0.885949667,0.844331667,1.201623333
Gm10143,0.31084,0.352147667,0.867120667,0.847972333,0.899749,1.055398333
Tgtp1,1.240400667,0,0,0,0.1666665,0
Ccdc28b,6.306506667,17.42716667,14.26546667,10.16582333,12.69756667,13.5242
Ticam2,0.052816233,0.018697733,0.047873767,0.014661767,0.148066067,0.075831067
Trpc3,0.024822633,0,0,0.035223067,0.0425464,0.024549567
1700088E04Rik,2.020954667,0.354479,0.281691333,0.295447,0.579926333,0.381456333
Has2as,1.531596667,0,0,0.151498,0.091271567,0.178422333
Zfp422-rs1,4.379526667,2.964016667,1.577451667,1.37867,2.815723333,1.162197
Tfpt,26.3995,22.06953333,19.08246667,19.1898,14.87713333,17.48956667
Omd,6.82913,0,0.045376,0.091000667,0.019056633,0.017936267
Gm5531,0.407528667,0.128325767,0.137383833,0.580474667,0.970466667,0.781993333
Dpep1,4.66443,0,0.014390467,0,0.025308567,0.0493078
Spag4,2.97954,1.927093333,2.066446667,1.548193333,2.833246667,3.13867
Bhlhe41,1.75731,0.309622333,0.464209333,1.135013333,5.322156667,3.215846667
Rasal1,0.0322479,0.181739167,0.874823,1.030137,1.73131,3.563163333
Gm15186,0.279822,0.463414333,0.999112333,0.694788,1.428147333,1.851246
Slc25a26,3.38214,4.517716667,5.008113333,5.81603,5.372203333,5.104373333
Mtx2,47.57176667,63.2734,55.6176,63.4647,54.67503333,49.1076
AL672246.2,0.270310667,0.342351667,0.831667333,0.997784333,1.170522,0.903160333
Dpy19l3,21.66853333,15.04653333,11.7716,14.70046667,15.08273333,16.83983333
Slc27a1,8.93292,5.344193333,8.14038,7.024343333,9.404176667,10.82056667
Fbxo15,0.100830833,1.500402667,3.46719,2.44233,5.39705,18.4884
Col24a1,0.921939,0,0.004391233,0.004496967,0.104024933,0.014413833
Gm7110,1.858166667,2.11416,2.067056667,2.297783333,2.595543333,2.04105
Tmem120b,8.67084,2.639103333,3.648696667,5.086586667,5.769263333,5.191096667
Gm13014,9.33401,5.945156667,8.24458,7.01237,5.673663333,6.5143
Sec31b,0.190706333,0.163555567,0.290267333,0.124955933,0.187703333,0.583146333
Ufsp1,4.597633333,4.74799,4.48785,5.071266667,6.902616667,7.136813333
Cml1,1.254363333,2.580999,1.898035333,0.810042667,1.52015,2.520031
Gm10197,35.0919,154.1103333,170.1806667,172.845,225.5013333,131.3453667
Mrpl30,91.66503333,109.3786667,101.0214333,106.8668333,101.1844667,101.0822
Acap1,0.052029733,0.039866333,0.137965367,0.144096033,0.286233767,0.946832333
Tceal7,0,0.398445,0.611552667,1.516701333,1.045653333,1.369363333
Gm11611,0.024460233,0.171890667,0.454148333,0.734978333,1.92163,2.09307
Cutc,3.859,5.31872,4.805826667,5.967523333,5.315176667,5.546733333
Fam108b,13.37846667,14.6196,15.47373333,12.9695,13.114,15.04806667
Gm10025,1.139756667,1.848865,2.895563333,2.275976667,1.838536667,1.451063333
Gm13247,0.033248733,0.194032667,0.395015333,0.1950696,0.337818667,2.753523333
Vps45,15.63834667,12.4564,12.39853667,15.25073333,11.94654333,13.07793333
Rex2,0.0071925,0.021686333,0.099250833,0.049272067,0.131637967,0.626318
Gm20548,0.457836333,0.514145333,1.208297,0.845748667,0.657839333,0.495948667
Gm10293,1.070651,1.171233333,1.109755,1.471446667,1.999423333,1.333486667
Gm4189,1.853734667,0.182132667,1.302246667,1.205055,0.564285,0.489689
C330011M18Rik,0.922623667,0.397475,0.268584667,0.374192667,0.164878667,0.188790667
Hist1h4c,0.510307333,0.601910333,0.644549333,0.334620667,0.680379333,0.553602667
Gm17377,0,1.20732,3.914333333,2.711653333,4.217386667,3.439483333
Gm17404,0,0,0,0,0,0
AC113309.1,2.672276667,1.904756667,3.127436667,1.54122,2.746683333,3.798976667
Hoxb8,6.961696667,0.613947667,0.195844033,0.049221667,0.068991733,0
Dnajc17,9.83259,11.825,15.12493333,15.03276667,13.93633333,14.1571
Dll1,0.134275333,2.55039,3.618126667,3.25383,2.486946667,3.737996667
Pqbp1,64.91603333,76.9594,62.00236667,65.75476667,57.42466667,59.4122
Hist1h4b,0.098494,1.671733667,0.426723,0.169534667,1.3306,1.063796667
Galnt2,9.28264,8.52183,4.803,3.922033333,7.72979,7.877393333
Arl13b,13.39153333,17.08393333,15.52166667,16.0714,18.82246667,16.29213333
Zfp94,2.621183333,4.690286667,4.810416667,4.307923333,4.89434,3.771036667
Ak8,0.152891,0.097793733,0.172896667,0.044934,0.349057,0.446490333
Rtn3,93.63296667,107.61,98.59333333,105.8786667,88.519,77.99106667
Rps10-ps2,7.62127,10.47259667,8.720906667,7.279823333,6.941463333,8.134706667
Gm20692,0.197153333,0.347462,1.133179667,1.115625,2.709573333,1.72728
Gm15758,0.482303333,0.069380667,0.536049,0.884717667,0.980045333,0.962693667
Fam169a,0.192971,1.110633333,3.314923333,5.477643333,11.36966667,15.5609
3110001D03Rik,39.38733333,42.28676667,38.06153333,44.80463333,40.39643333,46.21093333
Aifm3,0.114245133,0.711534,3.127563333,2.22124,3.212153333,4.322226667
Gm16008,2.47585,2.278156667,3.350013333,1.480552333,1.326531667,2.14891
Gm16494,0,0,0,0.548053333,0,0
Ralgapb,15.3258,18.88373333,15.7014,14.80736667,13.96686667,15.1306
L1td1,0.047287,208.3586667,210.0506667,261.3963333,204.3003333,181.5646667
Pepd,22.89043333,19.13543333,17.45326667,18.98803333,18.58113333,17.6977
Gm3629,0.1610572,0.497430233,1.211657667,1.498603333,0.635128,1.143592
Wdfy4,0.0068311,0,0.003073497,0,0.018530867,0.005572183
Gm12854,43.37473333,16.6367,9.437266667,10.21452333,8.219726667,7.096913333
Rab17,0.113077333,0.387859,2.11933,1.160953333,0.964242667,0.898901333
5830428H23Rik,39.00253333,22.77930667,35.8195,28.91723333,13.68522,29.13083333
Fhl5,2.025173333,0,0,0.034917,0,0.0283107
Rpl35a,653.5873333,903.5423333,790.7223333,791.1403333,714.4596667,791.3113333
Gm10052,1.37361,4.51297,3.391633333,4.146823333,3.755313333,3.421696667
1110032A03Rik,14.1733,9.009726667,8.486523333,7.64931,7.074383333,7.466316667
Pacsin1,0.016271467,0.075590267,0.133006933,0.090785433,0.473073333,0.851715333
Rrm2b,9.916263333,13.26536667,10.46586333,9.098503333,15.13556667,12.56006667
Gm11525,0.914712333,0.553007,0.786743667,1.6601,2.851576667,2.825453333
Lsm1,11.99966667,13.08926667,11.51563333,14.5089,15.11153333,14.7545
Usp16,92.59646667,45.99016667,46.2517,57.22106667,41.8239,33.54156667
Gm3272,0.474342,0.506942333,0.774795333,0.872637667,1.187867,0.989466
B4galt5,26.38153333,16.5236,19.3658,13.67376667,13.2843,12.68356
Gm10039,7.81056,7.800343333,4.9281,7.537213333,8.111963333,8.30471
Mia1,0.154833,1.86033,2.319343333,1.6597,2.42206,5.03514
Gm10275,12.90743333,16.04683333,11.02106667,13.28166667,10.03427,13.30703333
Gm12932,0.374652667,0.401368667,0.872471333,0.825864667,1.161773,1.580646667
D5Ertd579e,26.41246667,21.869,19.26393333,15.39986667,15.7595,14.6996
Gm9987,2.121133333,0.304308,0.492295667,0.260442,0.415202,0.521517667
AC152164.1,0.193563667,0.710991667,1.100528,0.643624,0.702188333,0.571691333
E230016M11Rik,1.068226333,0.499035333,0.632572,0.413653,0.352607333,0.476464
Tex14,0.119719833,0.018010733,0.153801667,0.462248667,0.475347333,1.514737667
4921530L18Rik,0.683967667,1.112984333,0.852076333,1.141874667,1.041407667,0.831464333
Iars,125.5193333,131.99,134.3896667,150.5003333,150.257,151.9713333
Tmem158,1.625916667,2.054896667,1.177213,1.42171,0.957698667,1.052041667
Gm10658,0.208301,1.144197,2.109096667,1.52371,2.372103333,2.05447
Ehf,0.136196333,2.971446667,22.2896,34.25206667,69.95366667,65.5159
Myg1,46.8682,73.72306667,66.48326667,76.16953333,78.60733333,65.54403333
Gm12844,2.37494,1.253445,0.876317,0.911405,0.749545333,1.312353333
AC225640.2,1.457786667,0.325468333,3.280173333,4.885556667,5.764166667,4.433796667
Blnk,0.0842404,0,0.020473367,0.0772912,0.051061667,0.158215367
Aspa,0.130613333,2.742086667,2.84033,8.026876667,0.2661074,0.434341667
Ly6g6d,0.070838333,7.95099,37.30543333,51.73933333,64.07453333,82.48473333
Gbx2,0.0067511,0.056778167,0.086429667,0.240989,0.78074,1.700396667
8030474K03Rik,0.178175,0.0800105,0.036141,0.526216333,0.299782,1.266285
F8a,3.021946667,2.96984,2.482186667,2.485543333,3.059873333,3.407563333
Mtm1,2.86734,1.794853333,3.40838,2.035753333,1.65239,2.689603333
Pnkp,23.86643333,25.07226667,23.6424,22.63223333,25.99743333,30.68093333
Gm17655,3.481493333,7.71836,11.23875333,8.76154,6.087893333,4.707193333
Klk1,0,0,0,0,0.071680333,0.074626667
PRICKLE4,2.21736,1.217170333,0.918081667,0.475532,0.647273667,0.801102333
Gm11793,0.388943,0.709127,0.579883,0.840304667,0.841566667,0.901306667
Gm10116,2.615713333,2.225386667,1.429627667,1.766166667,1.52857,2.02487
Gpx2,0,0,1.410263333,3.648486667,1.672426667,3.068483333
2610005L07Rik,4.631153333,4.302383333,6.618623333,5.343576667,4.94688,4.650316667
0610040B09Rik,5.223953333,2.721956333,0,0.156774667,0,0
Gm13068,0.179510667,0.053877,0.136646667,1.566661,0.310782667,0.558006333
Dlat,64.8969,76.89656667,82.7869,71.96806667,85.35653333,84.28066667
C330008G21Rik,0,0.332775,0.277564333,0.729623667,0.603842,2.52328
Igdcc3,0.0108477,0,0,0.062375667,0.485839333,0.841516
Sult5a1,0,0.171779,0.276118667,0.115898667,0.0590419,0.640477333
Ctnnbip1,17.7655,29.72816667,21.73163333,21.3825,20.923,23.25393333
Mafg,31.1402,20.31203333,22.2265,25.26153333,29.78446667,26.01816667
Slain1,0.046009133,2.050813333,6.681353333,11.64743333,13.87846667,11.47283333
9430002A10Rik,2.2154,1.93078,1.744135,2.387723333,2.12029,0.808115333
Pam16,7.215606667,3.812343333,3.362103333,3.158203333,5.601863333,4.94265
Glt28d2,1.029467333,0.053816,0.137825633,0.075351333,0.0781815,0.053283867
4930550C14Rik,0.692473333,0.686608,0.804820333,0.296989667,0.410586,0.753626333
C030013D06Rik,0.304805333,0.803823667,2.145033333,1.812566667,1.53581,1.8949
BC046331,13.27453333,11.58063333,12.33603333,12.71866667,12.57203333,11.00548667
Fam82a2,15.99193333,16.71073333,18.64576667,20.80496667,19.50396667,20.00073333
Traf3ip2,14.7131,7.582993333,11.52401667,6.75086,10.33438667,10.72053333
Gm15501,1.277497667,1.946236667,1.205831333,1.032127333,0.935423667,1.421787
Zap70,0.0162912,0.0282379,0.0302932,0.139125633,0.374747,0.409013667
Myo7a,7.47028,1.824416667,2.649693333,3.64027,4.067953333,5.979593333
Gm10548,1.069081,0.504259433,0.994564,1.735343033,0.665396,0.031821433
D730003I15Rik,1.841917667,2.20569,3.335933333,2.455473333,3.210146667,2.7907
Gm14514,0,0,0,0,0,0
Snx31,0.042834567,0,0,0,0.035638633,0.057629433
Smc1b,0.024026267,0.127365333,0.258202333,0.119589967,0.179732333,1.244713333
AC115752.1,1.042013333,1.042050667,1.051037,0.940588667,0.821481333,1.207523333
RP23-463F7.5,0.605090667,1.021030333,1.387388667,1.688716667,1.425826667,1.370522667
Rnf115,21.51596667,22.8414,20.42906667,23.99676667,26.72913333,26.52693333
Gm8822,24.70853333,17.77816667,13.56253333,13.46493333,12.82581333,13.66186667
Ankdd1b,0.854874667,0.764926667,1.041621333,1.624883333,4.034333333,1.692906667
Sphk2,15.33703333,13.2856,16.37043333,19.9337,13.6004,11.28423333
Traf4,58.7795,62.20916667,51.26136667,49.77526667,59.7898,53.31763333
Tanc2,3.266996667,3.95897,5.72873,4.150043333,3.514993333,3.328806667
Gm16295,1.214700667,0.503357667,0.273132667,0.210536333,0,0.168625
Spata17,0.119436967,0.0911477,0.1385543,0.228323133,0.306737667,0.159709
Ppox,15.89173333,20.73896667,21.26876667,12.22816667,13.84503333,17.2389
Dpf3,0.067446733,2.148353333,4.29391,5.13382,2.607326667,1.49145
AC148328.2,1.27935,0.095247333,0.1195399,0.063646933,0.085302733,0.213981
Shisa6,1.038915667,0.066274167,0.029699133,0.049273333,0.050304733,1.033501333
2700086A05Rik,1.471563333,1.389855667,1.228902333,0.599471,0.593896333,1.197451
Tuba1b,306.6726667,394.5396667,325.658,321.4626667,337.3643333,361.755
Cks1b,161.95,226.0756667,159.2006667,166.389,167.7003333,198.8816667
Gm13966,1.731156333,0.000069874,0.142878333,0.099738333,0,0.040963
Syt9,0.0283292,0.088066633,0.920639333,2.931273333,6.37534,6.697146667
Gm16104,0,1.019786667,1.423106333,0.491424667,4.357736667,7.2229
Gm17022,0.426555667,0.588729333,1.227789,1.40334,1.345053333,2.128356667
LIM2,0,0,0.082374667,0,0,0.304195333
Cd47,4.03121,1.393116667,1.368416667,1.532390333,0.887171333,1.452383333
2700033N17Rik,1.90631,1.346402667,1.156016667,0.719997,0.289484667,0.559803333
Gm13341,4.425693333,3.081503333,3.332313333,3.92303,3.885226667,4.17297
AC107669.1,1.719643333,3.031763333,2.333716667,2.26508,1.62688,2.852276667
Gm19553,0,0,0.292999333,0,1.417873333,0.662743
Chm,12.5953,13.41703333,14.76623333,10.87841333,8.314043333,9.15495
Eif2s3y,49.49856667,33.57323333,47.51393333,39.30433333,39.02133333,37.36766667
Prss38,0.0317809,0,0.028311333,0,0,0.127242
Efhc2,0.0139669,0.023167567,0.0746845,0.0255302,0.072612867,0.48095
Spag16,0.035397567,0.105702133,0.207357,0.138190333,0.148673467,0.113730867
Sbf1,96.60373333,66.8382,70.2189,86.2837,105.0413333,103.0103
Zscan21,14.2384,20.48086667,16.9198,17.3894,16.3554,15.35826667
Gm16161,0,1.011746667,2.903703333,1.54157,0.911681667,1.582566667
Foxf1,3.621003333,0.838968667,0.268856,0,0,0
5730528L13Rik,28.35133333,39.85523333,34.50243333,32.5617,37.8629,32.83413333
Nmb,1.314435667,1.34375,1.66489,3.269676667,2.481286667,2.79496
Gm10497,0.999985333,0.551412667,0.227704,0.209645667,0,0.041690667
Edc4,28.51893333,28.1048,30.1239,30.48993333,30.03416667,26.21126667
Gm9294,4.315543333,5.278133333,5.096383333,4.663233333,4.697706667,4.534193333
Arih1,68.95366667,47.82046667,44.1118,45.17213333,42.2803,44.33256667
Nespas,0.313473667,1.044859,1.331146667,1.020517667,1.036064667,1.154874
Zfp287,1.854463333,1.493606667,2.048236667,1.967273333,2.415196667,1.96387
Apol6,3.247053333,0.085613433,0.170546333,2.298413333,4.344706667,3.09393
Zfp574,7.096953333,6.911143333,6.604003333,6.570116667,5.740233333,5.671393333
Sh3bp5l,18.65273333,14.5143,13.62783333,16.03713333,19.3282,16.48086667
Emc6,44.48526667,46.0559,34.7121,49.6456,55.66453333,52.4167
Klc3,5.888566667,1.92054,5.029466667,2.922103333,4.597116667,3.467283333
Gm20496,0,0,0,0.138788333,0,0
Nap1l4,77.76426667,95.59993333,82.77116667,90.90066667,95.79063333,89.6819
Hist1h1e,0.689459333,0.509514333,0.382411,0.746853667,0.913703667,0.608387333
